Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
557,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-238,1999,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
558,Patrick Dorgu,dk DEN,DF,Lecce,it Serie A,18-360,2004,8,2,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,14,23,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
559,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-279,1998,5,4,315,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,10,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
560,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-306,1997,7,5,476,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,17,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
561,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,25-008,1998,8,7,653,7.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,21,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
562,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22-220,2001,4,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
563,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,30-293,1993,8,8,676,7.5,3,0,3,3,0,0,1,0,3.1,3.1,1.6,4.7,19,26,43,0.40,0.00,0.40,0.40,0.40,0.42,0.21,0.62,0.42,0.62,Matches
564,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-286,2000,7,7,629,7.0,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,7,35,2,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
565,Ckene Doucouré,km COM,FW,Lorient,fr Ligue 1,21-196,2002,6,2,206,2.3,1,2,3,1,0,0,1,0,0.6,0.6,0.4,1.0,9,3,17,0.44,0.87,1.31,0.44,1.31,0.27,0.19,0.46,0.27,0.46,Matches
566,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18-140,2005,8,2,264,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,13,20,20,0.34,0.00,0.34,0.34,0.34,0.25,0.06,0.32,0.25,0.32,Matches
567,Guela Doué,fr FRA,"DF,MF",Rennes,fr Ligue 1,21-004,2002,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.06,0.35,0.42,0.06,0.42,Matches
568,Alfie Doughty,eng ENG,"DF,MF",Luton Town,eng Premier League,23-304,1999,8,5,475,5.3,0,1,1,0,0,0,0,0,0.2,0.2,1.6,1.8,10,22,30,0.00,0.19,0.19,0.00,0.19,0.04,0.30,0.34,0.04,0.34,Matches
569,Douglas,br BRA,MF,Nantes,fr Ligue 1,26-281,1997,8,7,560,6.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,6,27,5,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14,Matches
570,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20-089,2003,8,8,684,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,35,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
571,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,20-245,2003,3,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,5,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
572,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24-080,1999,6,1,152,1.7,2,0,2,2,0,0,0,0,1.1,1.1,0.0,1.2,2,3,11,1.18,0.00,1.18,1.18,1.18,0.67,0.03,0.70,0.67,0.70,Matches
573,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26-122,1997,9,5,432,4.8,3,2,5,2,1,1,0,0,3.7,2.9,1.2,4.1,2,1,23,0.62,0.42,1.04,0.42,0.83,0.76,0.25,1.01,0.60,0.85,Matches
574,Nikola Dovedan,at AUT,MF,Heidenheim,de Bundesliga,29-107,1994,5,1,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
575,Damion Downs,de GER,"FW,MF",Köln,de Bundesliga,19-107,2004,3,0,24,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
576,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22-004,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
577,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,21-260,2002,8,8,720,8.0,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,2,6,2,0.00,0.12,0.12,0.00,0.12,0.01,0.08,0.09,0.01,0.09,Matches
578,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21-234,2002,7,3,301,3.3,2,0,2,2,0,0,1,0,1.2,1.2,0.1,1.3,7,8,11,0.60,0.00,0.60,0.60,0.60,0.36,0.02,0.37,0.36,0.37,Matches
579,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-225,1995,7,7,539,6.0,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,2,21,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,Matches
580,Rubén Duarte,es ESP,DF,Alavés,es La Liga,28-003,1995,9,7,545,6.1,1,0,1,1,0,0,2,0,0.2,0.2,0.5,0.7,7,25,22,0.17,0.00,0.17,0.17,0.17,0.04,0.08,0.12,0.04,0.12,Matches
581,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-228,1994,8,7,592,6.6,2,3,5,1,1,2,3,0,2.6,0.9,2.5,3.4,4,20,34,0.30,0.46,0.76,0.15,0.61,0.39,0.38,0.77,0.13,0.51,Matches
582,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-320,1994,8,8,593,6.6,1,1,2,1,0,0,2,0,0.8,0.8,0.9,1.7,4,25,9,0.15,0.15,0.30,0.15,0.30,0.12,0.14,0.26,0.12,0.26,Matches
583,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27-186,1996,7,7,517,5.7,2,2,4,2,0,0,0,0,0.7,0.7,1.9,2.6,15,24,56,0.35,0.35,0.70,0.35,0.70,0.12,0.33,0.45,0.12,0.45,Matches
584,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-225,1993,7,5,455,5.1,1,3,4,1,0,0,0,0,0.8,0.8,0.9,1.7,5,32,13,0.20,0.59,0.79,0.20,0.79,0.15,0.19,0.34,0.15,0.34,Matches
585,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-334,1991,8,8,720,8.0,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.4,15,50,3,0.12,0.00,0.12,0.12,0.12,0.16,0.01,0.18,0.16,0.18,Matches
586,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19-312,2003,6,0,73,0.8,2,0,2,2,0,0,2,0,0.7,0.7,0.0,0.7,4,2,4,2.47,0.00,2.47,2.47,2.47,0.90,0.02,0.91,0.90,0.91,Matches
587,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-345,1999,9,8,737,8.2,3,1,4,3,0,0,1,0,2.3,2.3,0.7,3.0,5,3,40,0.37,0.12,0.49,0.37,0.49,0.28,0.09,0.36,0.28,0.36,Matches
588,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26-101,1997,4,3,285,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,9,8,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.09,0.07,0.09,Matches
589,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,29-340,1993,6,6,438,4.9,2,2,4,1,1,1,2,0,2.0,1.3,0.5,1.8,22,26,34,0.41,0.41,0.82,0.21,0.62,0.42,0.11,0.53,0.26,0.37,Matches
590,Aron Dønnum,no NOR,"MF,FW",Toulouse,fr Ligue 1,25-184,1998,5,3,242,2.7,0,1,1,0,0,0,1,0,0.0,0.0,0.9,0.9,13,11,14,0.00,0.37,0.37,0.00,0.37,0.01,0.33,0.34,0.01,0.34,Matches
591,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,21-080,2002,8,6,480,5.3,0,0,0,0,0,0,0,0,0.1,0.1,1.0,1.1,20,13,28,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.21,0.03,0.21,Matches
592,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-224,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
593,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-309,1995,6,5,524,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,19,17,22,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Matches
594,Ederson,br BRA,GK,Manchester City,eng Premier League,30-065,1993,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
595,Éderson,br BRA,MF,Atalanta,it Serie A,24-106,1999,8,7,644,7.2,2,1,3,2,0,0,1,0,0.9,0.9,0.5,1.3,11,53,11,0.28,0.14,0.42,0.28,0.42,0.12,0.07,0.19,0.12,0.19,Matches
596,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,25-278,1998,7,7,607,6.7,4,0,4,4,0,0,0,0,2.6,2.6,0.5,3.1,12,16,37,0.59,0.00,0.59,0.59,0.59,0.38,0.07,0.46,0.38,0.46,Matches
597,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,31-001,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
598,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-317,1996,7,7,605,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,6,30,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
599,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,21-062,2002,3,1,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
600,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21-123,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
601,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21-118,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
602,Caleb Ekuban,gh GHA,"FW,DF",Genoa,it Serie A,29-212,1994,5,0,107,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,4,7,0.00,0.00,0.00,0.00,0.00,0.43,0.11,0.54,0.43,0.54,Matches
603,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,21-177,2002,8,2,298,3.3,1,1,2,1,0,0,0,0,0.8,0.8,0.8,1.6,18,10,33,0.30,0.30,0.60,0.30,0.60,0.23,0.25,0.48,0.23,0.48,Matches
604,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24-091,1999,6,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,1,4,13,0.00,0.00,0.00,0.00,0.00,0.11,0.15,0.26,0.11,0.26,Matches
605,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,20-200,2003,6,1,168,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,14,13,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
606,Elif Elmas,mk MKD,FW,Napoli,it Serie A,24-027,1999,5,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,3,3,8,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,Matches
607,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-207,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,27-021,1996,5,3,296,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,9,23,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
609,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31-167,1992,8,7,539,6.0,0,0,0,0,0,0,1,0,0.3,0.3,2.1,2.4,29,13,49,0.00,0.00,0.00,0.00,0.00,0.06,0.35,0.40,0.06,0.40,Matches
610,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20-260,2003,6,5,423,4.7,1,0,1,1,0,0,2,0,1.3,1.3,0.0,1.3,4,5,24,0.21,0.00,0.21,0.21,0.21,0.27,0.01,0.28,0.27,0.28,Matches
611,Emerson,br BRA,DF,Tottenham,eng Premier League,24-280,1999,5,1,114,1.3,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,9,9,3,0.79,0.00,0.79,0.79,0.79,0.03,0.00,0.03,0.03,0.03,Matches
612,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26-142,1997,7,5,485,5.4,3,0,3,3,0,0,0,0,2.1,2.1,0.0,2.1,2,2,9,0.56,0.00,0.56,0.56,0.56,0.39,0.01,0.40,0.39,0.40,Matches
613,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30-254,1993,5,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
614,Arne Engels,be BEL,"DF,MF",Augsburg,de Bundesliga,20-043,2003,5,4,356,4.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3,0.3,2,9,9,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
615,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-249,1992,7,3,377,4.2,1,1,2,1,0,0,0,0,0.4,0.4,0.4,0.8,8,23,14,0.24,0.24,0.48,0.24,0.48,0.09,0.10,0.18,0.09,0.18,Matches
616,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-270,1998,8,8,700,7.8,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,4,18,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
617,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-208,1993,8,6,566,6.3,0,2,2,0,0,0,0,1,0.4,0.4,1.4,1.8,0,15,2,0.00,0.32,0.32,0.00,0.32,0.07,0.21,0.28,0.07,0.28,Matches
618,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31-289,1992,9,9,777,8.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,14,34,25,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
619,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34-102,1989,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
620,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21-148,2002,1,1,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
621,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26-296,1996,4,3,221,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,2,7,0.00,0.00,0.00,0.00,0.00,0.21,0.01,0.22,0.21,0.22,Matches
622,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-273,1998,6,6,495,5.5,1,3,4,1,0,0,2,0,0.9,0.9,2.8,3.6,22,41,36,0.18,0.55,0.73,0.18,0.73,0.16,0.50,0.66,0.16,0.66,Matches
623,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35-291,1988,3,2,185,2.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.49,0.49,0.00,0.49,0.00,0.06,0.06,0.00,0.06,Matches
624,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25-114,1998,7,7,627,7.0,1,0,1,1,0,0,1,0,2.3,2.3,1.3,3.7,21,24,41,0.14,0.00,0.14,0.14,0.14,0.33,0.19,0.53,0.33,0.53,Matches
625,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21-308,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37,0.28,0.37,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
626,Abdessamad Ezzalzouli,ma MAR,FW,Betis,es La Liga,21-308,2001,5,1,192,2.1,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,10,4,18,0.47,0.00,0.47,0.47,0.47,0.14,0.08,0.23,0.14,0.23,Matches
627,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,20-280,2003,3,0,20,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,0,2,4.50,0.00,4.50,4.50,4.50,4.02,0.00,4.02,4.02,4.02,Matches
628,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-251,2001,6,3,339,3.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,6,20,14,0.00,0.27,0.27,0.00,0.27,0.07,0.07,0.15,0.07,0.15,Matches
629,Romain Faivre,fr FRA,MF,Lorient,fr Ligue 1,25-099,1998,8,8,705,7.8,3,1,4,3,0,0,1,0,1.3,1.3,1.1,2.5,35,54,41,0.38,0.13,0.51,0.38,0.51,0.17,0.15,0.31,0.17,0.31,Matches
630,Radamel Falcao,co COL,"DF,FW",Rayo Vallecano,es La Liga,37-253,1986,3,0,33,0.4,1,0,1,0,1,1,0,0,1.4,0.6,0.1,0.7,1,0,5,2.73,0.00,2.73,0.00,0.00,3.87,0.17,4.04,1.72,1.89,Matches
631,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28-192,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
632,Fali,es ESP,DF,Cádiz,es La Liga,30-070,1993,9,9,754,8.4,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,14,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
633,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-361,1991,7,4,338,3.8,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,8,12,17,0.00,0.27,0.27,0.00,0.27,0.08,0.04,0.13,0.08,0.13,Matches
634,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,20-355,2002,4,0,119,1.3,1,0,1,1,0,0,1,0,1.8,1.8,0.0,1.9,4,10,6,0.76,0.00,0.76,0.76,0.76,1.35,0.04,1.39,1.35,1.39,Matches
635,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,20-355,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,4,5,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34,1.34,Matches
636,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19-134,2004,4,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
637,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-218,1987,2,1,115,1.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
638,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-219,2003,6,3,277,3.1,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,2,16,8,0.00,0.00,0.00,0.00,0.00,0.10,0.38,0.48,0.10,0.48,Matches
639,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-213,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
640,João Félix,pt POR,"FW,MF",Barcelona,es La Liga,23-345,1999,6,5,387,4.3,1,1,2,1,0,0,0,0,2.8,2.8,0.7,3.5,18,21,47,0.23,0.23,0.47,0.23,0.47,0.64,0.16,0.81,0.64,0.81,Matches
641,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,26-042,1997,7,7,585,6.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,9,19,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
642,Kiko Femenía,es ESP,"MF,DF",Villarreal,es La Liga,32-261,1991,3,0,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
643,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19-002,2004,8,5,362,4.0,4,0,4,4,0,0,0,0,2.5,2.5,0.4,2.9,4,7,14,0.99,0.00,0.99,0.99,0.99,0.62,0.10,0.72,0.62,0.72,Matches
644,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24-058,1999,8,8,716,8.0,1,2,3,1,0,0,2,0,1.4,1.4,0.6,1.9,11,31,34,0.13,0.25,0.38,0.13,0.38,0.17,0.07,0.24,0.17,0.24,Matches
645,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,29-043,1994,8,8,720,8.0,2,1,3,1,1,1,3,0,2.7,1.9,3.3,5.2,8,81,54,0.25,0.12,0.37,0.12,0.25,0.34,0.41,0.75,0.24,0.65,Matches
646,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27-189,1996,7,7,618,6.9,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,8,30,7,0.00,0.15,0.15,0.00,0.15,0.04,0.05,0.10,0.04,0.10,Matches
647,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32-171,1991,4,3,281,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
648,Álex Fernández,es ESP,"FW,MF",Cádiz,es La Liga,31-006,1992,5,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
649,Álvaro Fernández,es ESP,"DF,MF",Granada,es La Liga,20-212,2003,5,2,191,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,4,10,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,Matches
650,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27-152,1996,5,4,282,3.1,1,1,2,1,0,0,2,0,0.4,0.4,0.5,0.9,2,4,9,0.32,0.32,0.64,0.32,0.64,0.12,0.17,0.30,0.12,0.30,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
651,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-277,2001,8,8,686,7.6,0,0,0,0,0,1,3,0,2.2,1.4,1.1,2.5,22,83,21,0.00,0.00,0.00,0.00,0.00,0.29,0.14,0.43,0.18,0.32,Matches
652,Raúl Fernández,es ESP,GK,Granada,es La Liga,35-222,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
653,Valery Fernández,es ESP,"MF,DF",Girona,es La Liga,23-332,1999,8,0,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,2,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
654,Fernando,br BRA,MF,Sevilla,es La Liga,36-088,1987,6,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
655,André Ferreira,pt POR,GK,Granada,es La Liga,27-145,1996,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
